"","station_nbr","date","tmax","tmin","tavg","dewpoint","wetbulb","heat","cool","snowfall","preciptotal","stnpressure","sealevel","resultspeed","resultdir","avgspeed","eventdist"
"11462",17,"2013-08-03",88,76,82,73,75,0,17,0,0,29,30,5,12,6,0
"11481",17,"2013-08-04",89,77,83,75,77,0,18,0,0,29,30,4,13,5,0
"11500",17,"2013-08-05",99,77,88,74,78,0,23,0,0,29,29,5,20,6,0
"11519",17,"2013-08-06",101,75,88,72,77,0,23,0,0,29,29,5,19,6,0
"11538",17,"2013-08-07",95,75,85,74,77,0,20,0,0,29,29,3,8,5,0
"11557",17,"2013-08-08",86,72,79,73,75,0,14,0,0,29,29,3,7,5,0
"11576",17,"2013-08-09",86,71,79,71,73,0,14,0,0,29,29,1,4,4,0
"11595",17,"2013-08-10",86,69,78,69,71,0,13,0,0,29,30,5,2,6,0
"11614",17,"2013-08-11",91,72,82,72,74,0,17,0,0,29,30,0,7,1,0
"11633",17,"2013-08-12",85,73,79,74,75,0,14,0,0,29,30,1,10,3,0
"11652",17,"2013-08-13",83,71,77,71,72,0,12,0,0,29,30,2,5,4,0
"11671",17,"2013-08-14",85,67,76,64,68,0,11,0,0,29,30,4,7,5,0
"11690",17,"2013-08-15",83,63,73,63,67,0,8,0,0,29,30,3,15,4,0
"11709",17,"2013-08-16",82,63,73,64,67,0,8,0,0,29,30,2,10,3,0
"11728",17,"2013-08-17",83,62,73,62,65,0,8,0,0,29,30,2,6,3,0
"11747",17,"2013-08-18",86,61,74,64,67,0,9,0,0,29,30,1,15,2,0
"11766",17,"2013-08-19",88,64,76,66,69,0,11,0,0,29,30,3,17,3,0
"11785",17,"2013-08-20",90,65,78,66,70,0,13,0,0,29,30,2,15,3,0
"11804",17,"2013-08-21",94,66,80,67,71,0,15,0,0,29,30,3,19,3,0
"11823",17,"2013-08-22",93,69,81,69,73,0,16,0,0,29,30,2,18,3,0
"11842",17,"2013-08-23",92,72,82,71,74,0,17,0,0,29,30,2,14,2,0
"11861",17,"2013-08-24",94,70,82,71,74,0,17,0,0,29,30,3,15,3,0
"11880",17,"2013-08-25",95,71,83,72,75,0,18,0,0,29,30,3,16,3,0
"11899",17,"2013-08-26",93,72,83,70,74,0,18,0,0,29,30,4,17,4,0
"11918",17,"2013-08-27",94,67,81,69,72,0,16,0,0,29,30,4,19,4,0
"11937",17,"2013-08-28",95,70,83,71,74,0,18,0,0,29,30,4,20,4,0
"11956",17,"2013-08-29",99,75,87,70,75,0,22,0,0,29,30,2,19,3,0
"11975",17,"2013-08-30",101,73,87,70,75,0,22,0,0,29,29,3,20,3,0
"11994",17,"2013-08-31",102,72,87,70,75,0,22,0,0,29,29,2,19,3,0
"12014",17,"2013-09-01",94,72,83,72,75,0,18,0,0,29,29,2,1,3,0
"12034",17,"2013-09-02",89,67,78,64,69,0,13,0,0,29,29,4,1,5,0
"12054",17,"2013-09-03",91,62,77,62,67,0,12,0,0,29,30,2,3,3,0
"12074",17,"2013-09-04",94,62,78,64,69,0,13,0,0,29,30,0,7,1,0
"12094",17,"2013-09-05",95,65,80,63,69,0,15,0,0,29,30,1,14,2,0
"12114",17,"2013-09-06",96,66,81,64,69,0,16,0,0,29,30,2,16,2,0
"12134",17,"2013-09-07",100,70,85,65,71,0,20,0,0,29,29,3,19,3,0
"12154",17,"2013-09-08",100,69,85,66,72,0,20,0,0,29,29,3,20,3,0
"12174",17,"2013-09-09",98,67,83,64,70,0,18,0,0,29,29,4,19,4,0
"12194",17,"2013-09-10",97,67,82,64,70,0,17,0,0,29,30,3,19,4,0
"12214",17,"2013-09-11",96,66,81,65,70,0,16,0,0,29,30,1,20,2,0
"12234",17,"2013-09-12",97,69,83,68,72,0,18,0,0,29,30,2,3,3,0
"12254",17,"2013-09-13",89,68,79,58,66,0,14,0,0,29,30,7,4,8,0
"12274",17,"2013-09-14",88,61,75,57,64,0,10,0,0,29,30,3,14,5,0
"12294",17,"2013-09-15",91,67,79,60,67,0,14,0,0,29,30,4,18,5,0
"12314",17,"2013-09-16",88,72,80,67,70,0,15,0,0,29,30,5,5,6,1
"12334",17,"2013-09-17",85,68,77,68,70,0,12,0,0,29,30,2,10,3,2
"12354",17,"2013-09-18",95,69,82,69,73,0,17,0,0,29,29,7,18,7,3
"12374",17,"2013-09-19",94,70,82,70,72,0,17,0,1,29,29,3,20,5,4
"12394",17,"2013-09-20",72,56,64,62,64,1,0,0,0,29,29,4,1,4,3
"12414",17,"2013-09-21",81,51,66,54,59,0,1,0,0,29,30,1,5,2,2
"12434",17,"2013-09-22",82,50,66,51,57,0,1,0,0,29,29,1,14,2,1
"12454",17,"2013-09-23",82,52,67,54,59,0,2,0,0,29,29,4,17,4,0
"12474",17,"2013-09-24",83,59,71,56,61,0,6,0,0,29,29,1,30,3,0
"12494",17,"2013-09-25",87,55,71,58,62,0,6,0,0,29,29,0,11,0,1
"12514",17,"2013-09-26",94,60,77,59,66,0,12,0,0,29,29,7,17,7,2
"12534",17,"2013-09-27",91,67,79,60,67,0,14,0,0,29,29,9,17,9,3
"12554",17,"2013-09-28",79,53,66,62,64,0,1,0,1,29,29,1,17,5,4
"12574",17,"2013-09-29",77,51,64,54,57,1,0,0,0,29,30,1,1,2,3
"12594",17,"2013-09-30",84,50,67,55,59,0,2,0,0,29,29,2,18,2,2
"12614",17,"2013-10-01",88,60,74,65,69,0,9,0,0,29,29,4,17,4,1
"12634",17,"2013-10-02",87,66,77,68,71,0,12,0,0,29,29,7,17,7,0
"12654",17,"2013-10-03",89,71,80,69,72,0,15,0,0,29,29,9,17,9,0
"12674",17,"2013-10-04",89,74,82,68,72,0,17,0,0,29,29,11,18,11,0
"12694",17,"2013-10-05",77,46,NA,46,51,NA,NA,0,0,29,30,2,33,4,0
"12714",17,"2013-10-06",69,45,57,42,49,8,0,0,0,29,30,1,30,3,0
"12734",17,"2013-10-07",75,42,59,43,50,6,0,0,0,29,30,1,1,1,0
"12754",17,"2013-10-08",76,45,61,48,54,4,0,0,0,29,30,4,15,4,0
"12774",17,"2013-10-09",80,48,64,52,57,1,0,0,0,29,30,3,16,4,0
"12794",17,"2013-10-10",82,52,67,56,61,0,2,0,0,29,29,6,17,7,0
"12814",17,"2013-10-11",84,60,72,63,67,0,7,0,0,29,29,9,18,9,0
"12834",17,"2013-10-12",76,59,68,54,60,0,3,0,0,29,30,7,2,8,0
"12854",17,"2013-10-13",77,63,70,57,62,0,5,0,0,29,30,5,6,6,0
"12874",17,"2013-10-14",67,59,63,59,61,2,0,0,0,29,30,7,15,8,0
"12894",17,"2013-10-15",68,54,61,51,55,4,0,0,0,29,30,2,34,5,0
"12914",17,"2013-10-16",62,46,54,43,48,11,0,0,0,29,30,4,1,5,0
"12934",17,"2013-10-17",68,39,54,44,48,11,0,0,0,29,30,1,20,2,0
"12954",17,"2013-10-18",56,40,48,43,45,17,0,0,0,29,30,7,2,7,0
"12974",17,"2013-10-19",65,32,49,37,43,16,0,0,0,29,30,1,22,2,0
"12994",17,"2013-10-20",72,38,55,40,47,10,0,0,0,29,29,5,19,5,0
"13014",17,"2013-10-21",62,38,50,42,46,15,0,0,0,29,30,4,2,4,0
"13034",17,"2013-10-22",74,36,55,42,48,10,0,0,0,29,30,0,28,2,0
"13054",17,"2013-10-23",70,41,56,42,48,9,0,0,0,29,30,1,11,3,0
"13074",17,"2013-10-24",59,42,51,37,44,14,0,0,0,29,30,6,3,6,0
"13094",17,"2013-10-25",61,35,48,35,43,17,0,0,0,29,30,3,15,4,0
"13114",17,"2013-10-26",71,47,59,48,52,6,0,0,0,29,30,2,19,3,0
"13134",17,"2013-10-27",71,39,55,37,46,10,0,0,0,29,30,0,2,1,0
"13154",17,"2013-10-28",72,49,NA,55,59,NA,NA,0,0,29,30,6,16,7,0
"13174",17,"2013-10-29",77,63,70,65,67,0,5,0,0,29,30,9,18,9,0
"13194",17,"2013-10-30",72,65,69,64,66,0,4,0,0,29,29,8,18,9,0
"13214",17,"2013-10-31",71,48,60,54,58,5,0,0,0,29,29,2,23,5,0
"13234",17,"2013-11-01",71,41,56,42,49,9,0,0,0,29,29,0,31,2,0
"13254",17,"2013-11-02",64,38,51,35,44,14,0,0,0,29,30,1,34,3,0
"13274",17,"2013-11-03",64,36,50,38,46,15,0,0,0,29,30,8,17,8,0
"13294",17,"2013-11-04",67,53,60,50,54,5,0,0,0,29,30,11,17,11,0
"13314",17,"2013-11-05",68,57,63,58,59,2,0,0,0,29,30,8,17,8,0
"13334",17,"2013-11-06",62,35,NA,39,43,NA,NA,0,0,29,30,5,35,6,0
"13354",17,"2013-11-07",67,31,49,37,42,16,0,0,0,29,30,0,36,0,0
"13374",17,"2013-11-08",68,36,52,35,45,13,0,0,0,29,30,8,19,8,0
"13394",17,"2013-11-09",69,45,57,42,49,8,0,0,0,29,30,4,18,4,0
"13414",17,"2013-11-10",69,46,58,46,51,7,0,0,0,29,30,0,15,0,0
"13434",17,"2013-11-11",73,44,59,48,52,6,0,0,0,29,30,2,36,5,0
"13454",17,"2013-11-12",44,25,35,20,30,30,0,0,0,30,30,9,1,9,0
"13474",17,"2013-11-13",53,20,37,21,31,28,0,0,0,29,30,4,20,4,0
"13494",17,"2013-11-14",57,30,44,25,37,21,0,0,0,29,30,8,18,8,0
"13514",17,"2013-11-15",63,45,54,45,49,11,0,0,0,29,29,7,17,8,0
"13534",17,"2013-11-16",76,56,66,58,62,0,1,0,0,28,29,15,19,15,0
"13554",17,"2013-11-17",75,42,59,41,54,6,0,0,0,29,29,4,25,8,0
"13574",17,"2013-11-18",66,34,50,31,43,15,0,0,0,29,30,3,5,3,0
"13594",17,"2013-11-19",60,45,53,29,43,12,0,0,0,29,30,7,15,7,0
"13614",17,"2013-11-20",63,48,56,37,47,9,0,0,0,29,29,9,17,9,0
"13634",17,"2013-11-21",61,35,48,45,48,17,0,0,0,29,30,2,4,8,0
"13654",17,"2013-11-22",35,31,33,28,31,32,0,NA,0,29,30,10,36,11,0
"13674",17,"2013-11-23",40,28,34,21,30,31,0,NA,0,29,30,10,2,10,0
"13694",17,"2013-11-24",33,24,29,15,24,36,0,0,0,29,30,4,5,6,0
"13714",17,"2013-11-25",37,31,34,26,31,31,0,NA,0,29,30,1,18,3,0
"13734",17,"2013-11-26",50,31,41,24,33,24,0,NA,0,29,30,6,36,7,0
"13754",17,"2013-11-27",40,23,32,12,25,33,0,0,0,29,30,2,2,4,0
"13774",17,"2013-11-28",59,23,41,23,33,24,0,0,0,29,30,2,20,2,0
"13794",17,"2013-11-29",58,24,41,25,35,24,0,0,0,29,30,4,17,4,0
"13814",17,"2013-11-30",64,32,48,38,43,17,0,0,0,29,30,5,19,5,0
"13834",17,"2013-12-01",56,37,47,45,47,18,0,0,0,29,30,0,1,0,0
"13854",17,"2013-12-02",59,40,50,46,48,15,0,0,0,29,29,2,19,2,0
"13874",17,"2013-12-03",61,44,53,49,50,12,0,0,0,28,29,4,16,4,0
"13894",17,"2013-12-04",50,31,41,35,39,24,0,0,0,29,29,3,32,6,0
"13914",17,"2013-12-05",31,23,27,15,23,38,0,NA,0,29,30,10,36,10,0
"13934",17,"2013-12-06",25,16,21,11,19,44,0,NA,0,29,30,10,1,10,0
"13954",17,"2013-12-07",23,11,17,6,15,48,0,0,0,29,30,7,3,8,0
"13974",17,"2013-12-08",31,23,27,22,25,38,0,0,0,29,30,3,18,5,0
"13994",17,"2013-12-09",29,20,25,16,21,40,0,NA,0,29,30,5,1,6,0
"14014",17,"2013-12-10",37,9,23,15,21,42,0,0,0,29,30,3,18,3,0
"14034",17,"2013-12-11",39,17,28,19,24,37,0,0,0,29,30,4,2,4,0
"14054",17,"2013-12-12",43,14,29,21,26,36,0,0,0,29,NA,4,19,4,0
"14074",17,"2013-12-13",42,35,39,33,36,26,0,0,0,29,30,8,17,8,0
"14094",17,"2013-12-14",42,23,33,29,33,32,0,0,0,29,30,4,34,5,0
"14114",17,"2013-12-15",61,20,41,26,33,24,0,0,0,29,30,3,20,3,0
"14134",17,"2013-12-16",71,29,50,29,39,15,0,0,0,29,30,3,21,3,0
"14154",17,"2013-12-17",63,29,46,30,36,19,0,0,0,29,30,1,4,2,0
"14174",17,"2013-12-18",70,27,49,34,42,16,0,0,0,29,30,7,19,7,0
"14194",17,"2013-12-19",65,54,60,50,54,5,0,0,0,29,29,12,19,12,0
"14214",17,"2013-12-20",63,30,47,31,35,18,0,NA,0,29,29,2,31,6,0
"14234",17,"2013-12-21",34,30,32,31,33,33,0,NA,0,29,29,4,2,6,0
"14254",17,"2013-12-22",33,28,31,26,29,34,0,0,0,29,30,2,32,4,0
"14274",17,"2013-12-23",30,20,25,21,24,40,0,0,0,29,30,4,2,4,0
"14294",17,"2013-12-24",43,16,30,24,27,35,0,0,0,29,30,4,16,4,0
"14314",17,"2013-12-25",42,25,34,28,30,31,0,0,0,29,30,0,33,1,0
"14334",17,"2013-12-26",53,20,37,27,31,28,0,0,0,29,30,2,19,2,0
"14354",17,"2013-12-27",61,24,43,27,34,22,0,0,0,29,30,1,19,1,0
"14374",17,"2013-12-28",61,26,44,31,38,21,0,0,0,29,30,4,18,4,0
"14394",17,"2013-12-29",46,22,34,20,27,31,0,0,0,29,30,7,1,7,0
"14414",17,"2013-12-30",NA,NA,NA,12,21,NA,NA,NA,NA,NA,30,1,1,NA,0
"14434",17,"2013-12-31",58,19,39,19,NA,26,0,0,0,NA,30,5,19,5,0
"14454",17,"2014-01-01",54,20,37,26,34,28,0,NA,0,29,30,0,30,7,0
"14474",17,"2014-01-02",34,14,24,12,20,41,0,NA,0,29,30,2,1,4,0
"14494",17,"2014-01-03",47,18,33,17,28,32,0,0,0,29,30,10,18,10,0
"14514",17,"2014-01-04",52,30,41,31,38,24,0,0,0,29,29,4,16,11,0
"14534",17,"2014-01-05",30,12,21,9,18,44,0,NA,0,29,30,9,35,10,0
"14554",17,"2014-01-06",19,4,12,-3,9,53,0,0,0,29,30,3,31,3,0
"14574",17,"2014-01-07",48,6,27,11,23,38,0,0,0,29,30,7,19,7,0
"14594",17,"2014-01-08",39,33,36,24,31,29,0,NA,0,29,30,6,15,6,0
"14614",17,"2014-01-09",38,33,36,33,35,29,0,NA,0,29,30,4,15,4,0
"14634",17,"2014-01-10",60,33,47,39,42,18,0,0,0,29,29,3,21,5,0
"14654",17,"2014-01-11",60,29,45,29,37,20,0,0,0,29,29,3,28,3,0
"14674",17,"2014-01-12",74,29,52,31,44,13,0,0,0,29,29,10,19,11,0
"14694",17,"2014-01-13",59,32,46,28,38,19,0,0,0,29,29,1,30,3,0
"14714",17,"2014-01-14",55,24,40,20,35,25,0,0,0,29,30,4,33,5,0
"14734",17,"2014-01-15",51,23,37,20,32,28,0,0,0,29,30,2,24,4,0
"14754",17,"2014-01-16",58,31,45,20,37,20,0,0,0,29,30,6,31,7,0
"14774",17,"2014-01-17",47,26,37,15,29,28,0,0,0,29,30,5,32,5,0
"14794",17,"2014-01-18",64,24,44,21,37,21,0,0,0,29,30,5,30,7,0
"14814",17,"2014-01-19",67,23,45,23,36,20,0,0,0,29,30,5,21,6,0
"14834",17,"2014-01-20",64,29,47,25,39,18,0,0,0,29,30,4,36,5,0
"14854",17,"2014-01-21",43,19,31,3,21,34,0,0,0,29,30,4,35,5,0
"14874",17,"2014-01-22",50,18,34,15,28,31,0,0,0,29,30,3,3,4,0
"14894",17,"2014-01-23",35,7,21,-2,14,44,0,0,0,30,30,10,2,10,0
"14914",17,"2014-01-24",43,2,23,2,19,42,0,0,0,29,30,7,21,7,0
"14934",17,"2014-01-25",67,27,47,24,36,18,0,0,0,29,30,2,33,4,0
"14954",17,"2014-01-26",71,29,50,27,39,15,0,0,0,29,29,3,36,4,0
"14974",17,"2014-01-27",39,21,30,-3,18,35,0,0,0,29,30,13,1,13,0
"14994",17,"2014-01-28",33,18,26,1,19,39,0,NA,0,29,30,3,1,4,0
"15014",17,"2014-01-29",49,11,30,8,24,35,0,0,0,29,30,7,19,7,0
"15034",17,"2014-01-30",53,34,44,19,32,21,0,0,0,29,29,11,19,12,0
"15054",17,"2014-01-31",46,32,39,32,36,26,0,0,0,29,29,5,3,6,0
"15074",17,"2014-02-01",34,30,32,27,30,33,0,NA,0,29,30,5,36,6,0
"15094",17,"2014-02-02",31,18,25,18,23,40,0,NA,0,29,30,9,1,9,0
"15114",17,"2014-02-03",39,10,25,16,24,40,0,0,0,29,30,1,7,3,0
"15134",17,"2014-02-04",36,28,32,25,29,33,0,NA,0,29,30,2,6,5,0
"15154",17,"2014-02-05",28,12,20,7,15,45,0,0,0,29,30,9,35,10,0
"15174",17,"2014-02-06",20,11,16,5,13,49,0,NA,0,29,30,7,2,7,0
"15194",17,"2014-02-07",28,16,22,12,19,43,0,0,0,29,30,2,11,5,0
"15214",17,"2014-02-08",33,27,30,27,29,35,0,0,0,29,30,3,15,3,0
"15234",17,"2014-02-09",34,27,31,26,30,34,0,0,0,29,30,7,3,8,0
"15254",17,"2014-02-10",31,20,26,14,21,39,0,NA,0,29,30,10,2,11,0
"15274",17,"2014-02-11",38,18,28,11,21,37,0,NA,0,29,30,4,2,5,0
"15294",17,"2014-02-12",50,16,33,20,28,32,0,0,0,29,30,1,29,3,0
"15314",17,"2014-02-13",63,21,42,26,34,23,0,0,0,29,29,2,21,2,0
"15334",17,"2014-02-14",62,34,48,30,40,17,0,0,0,29,29,5,35,7,0
"15354",17,"2014-02-15",69,25,47,26,38,18,0,0,0,29,30,4,21,5,0
"15374",17,"2014-02-16",67,33,50,32,43,15,0,0,0,29,30,5,12,6,0
"15394",17,"2014-02-17",68,34,51,32,45,14,0,0,0,29,30,3,35,7,0
"15414",17,"2014-02-18",76,28,52,29,42,13,0,0,0,29,29,4,20,5,0
"15434",17,"2014-02-19",69,40,55,43,50,10,0,0,0,29,29,5,14,8,0
"15454",17,"2014-02-20",69,36,53,36,47,12,0,0,0,29,29,6,25,12,0
"15474",17,"2014-02-21",67,25,46,19,36,19,0,0,0,29,30,4,22,4,0
"15494",17,"2014-02-22",73,33,53,28,42,12,0,0,0,29,29,1,20,5,0
"15514",17,"2014-02-23",56,35,46,25,36,19,0,0,0,29,30,13,2,13,0
"15534",17,"2014-02-24",51,28,40,23,34,25,0,0,0,29,30,3,7,5,0
"15554",17,"2014-02-25",47,29,38,20,32,27,0,0,0,29,30,12,2,12,0
"15574",17,"2014-02-26",39,19,29,7,22,36,0,0,0,29,30,5,1,7,0
"15594",17,"2014-02-27",55,16,36,15,29,29,0,0,0,29,30,2,15,3,0
"15614",17,"2014-02-28",52,39,46,30,38,19,0,NA,0,29,29,7,13,8,0
"15634",17,"2014-03-01",52,25,39,34,38,26,0,NA,0,29,30,8,2,8,0
"15654",17,"2014-03-02",25,10,18,10,15,47,0,NA,0,29,30,13,1,14,0
"15674",17,"2014-03-03",24,7,16,3,12,49,0,NA,0,29,30,5,2,6,0
"15694",17,"2014-03-04",46,11,29,17,24,36,0,0,0,29,30,3,15,4,0
"15714",17,"2014-03-05",51,28,40,28,34,25,0,NA,0,29,30,1,6,3,0
"15734",17,"2014-03-06",56,35,46,33,39,19,0,0,0,29,30,0,29,2,0
"15754",17,"2014-03-07",62,30,46,34,41,19,0,0,0,29,29,6,18,7,0
"15774",17,"2014-03-08",47,34,41,33,36,24,0,NA,0,29,30,6,36,7,0
"15794",17,"2014-03-09",62,29,46,36,41,19,0,0,0,29,30,1,19,2,0
"15814",17,"2014-03-10",79,31,55,33,46,10,0,0,0,29,29,6,21,7,0
"15834",17,"2014-03-11",84,46,65,45,53,0,0,0,0,28,29,4,23,11,0
"15854",17,"2014-03-12",60,35,48,27,39,17,0,0,0,29,30,8,35,8,0
"15874",17,"2014-03-13",72,29,51,23,41,14,0,0,0,29,30,5,21,6,0
"15894",17,"2014-03-14",75,46,61,31,46,4,0,0,0,29,29,4,20,5,0
"15914",17,"2014-03-15",68,41,55,48,51,10,0,NA,0,29,29,2,17,3,0
"15934",17,"2014-03-16",55,33,44,35,39,21,0,NA,0,29,30,10,36,11,0
"15954",17,"2014-03-17",58,25,42,26,37,23,0,0,0,29,29,3,16,5,0
"15974",17,"2014-03-18",77,45,61,33,46,4,0,0,0,28,29,10,21,15,0
"15994",17,"2014-03-19",62,35,49,28,40,16,0,0,0,29,30,4,32,6,0
"16014",17,"2014-03-20",74,30,52,27,42,13,0,0,0,29,30,5,19,5,0
"16034",17,"2014-03-21",79,45,62,37,50,3,0,0,0,29,29,1,14,8,0
"16054",17,"2014-03-22",59,43,51,29,41,14,0,0,0,29,30,14,2,14,0
"16074",17,"2014-03-23",51,32,42,23,34,23,0,0,0,29,30,9,2,9,0
"16094",17,"2014-03-24",62,27,45,28,37,20,0,0,0,29,30,2,3,6,0
"16114",17,"2014-03-25",53,28,41,25,35,24,0,0,0,29,30,3,5,5,0
"16134",17,"2014-03-26",55,32,44,32,40,21,0,0,0,29,30,11,17,11,0
"16154",17,"2014-03-27",82,54,68,46,55,0,3,0,0,29,29,11,20,16,0
"16174",17,"2014-03-28",56,42,49,37,44,16,0,0,0,29,29,8,2,9,0
"16194",17,"2014-03-29",68,36,52,36,44,13,0,0,0,29,30,2,3,3,0
"16214",17,"2014-03-30",78,37,58,35,48,7,0,0,0,29,30,9,17,9,0
"16234",17,"2014-03-31",78,53,66,47,55,0,1,0,0,29,29,10,18,13,0
"16254",17,"2014-04-01",62,47,55,35,45,10,0,0,0,29,29,8,3,8,0
"16274",17,"2014-04-02",84,49,67,59,63,0,2,0,0,29,29,9,18,10,0
"16294",17,"2014-04-03",86,47,67,55,61,0,2,0,0,29,29,6,23,11,0
"16314",17,"2014-04-04",62,38,50,30,42,15,0,0,0,29,30,4,33,6,0
"16334",17,"2014-04-05",65,32,49,31,43,16,0,0,0,29,30,3,14,4,0
"16354",17,"2014-04-06",55,44,50,43,46,15,0,0,0,29,29,2,12,3,0
"16374",17,"2014-04-07",68,46,57,45,50,8,0,0,0,29,29,2,30,3,0
"16394",17,"2014-04-08",67,40,54,32,45,11,0,0,0,29,30,7,34,8,0
"16414",17,"2014-04-09",81,33,57,35,48,8,0,0,0,29,30,7,19,8,0
"16434",17,"2014-04-10",89,63,76,46,58,0,11,0,0,29,29,9,20,11,0
"16454",17,"2014-04-11",81,51,66,53,59,0,1,0,0,29,29,3,14,6,0
"16474",17,"2014-04-12",86,64,75,58,64,0,10,0,0,29,29,13,18,14,0
"16494",17,"2014-04-13",84,44,64,56,60,1,0,0,0,28,29,8,19,13,0
"16514",17,"2014-04-14",51,31,41,29,38,24,0,NA,0,29,30,9,35,9,0
"16534",17,"2014-04-15",65,27,46,24,39,19,0,0,0,29,30,2,17,4,0
"16554",17,"2014-04-16",68,45,57,31,45,8,0,0,0,29,30,12,18,12,0
"16574",17,"2014-04-17",65,41,53,39,47,12,0,0,0,29,30,3,1,4,0
"16594",17,"2014-04-18",76,41,59,41,50,6,0,0,0,29,30,0,1,3,0
"16614",17,"2014-04-19",81,45,63,47,55,2,0,0,0,29,30,5,17,5,0
"16634",17,"2014-04-20",78,53,66,55,59,0,1,0,0,29,30,4,19,4,0
"16654",17,"2014-04-21",74,57,66,59,61,0,1,0,0,29,30,0,17,1,0
"16674",17,"2014-04-22",77,51,64,45,54,1,0,0,0,29,30,3,2,4,0
"16694",17,"2014-04-23",87,47,67,51,59,0,2,0,0,29,29,7,17,7,0
"16714",17,"2014-04-24",74,48,61,52,58,4,0,0,0,29,29,4,21,10,0
"16734",17,"2014-04-25",82,41,62,41,52,3,0,0,0,29,29,6,18,6,0
"16754",17,"2014-04-26",88,58,73,54,62,0,8,0,0,29,29,12,17,13,0
"16774",17,"2014-04-27",86,61,74,53,62,0,9,0,0,28,29,11,19,12,0
"16794",17,"2014-04-28",73,55,64,40,52,1,0,0,0,28,29,5,25,7,0
"16814",17,"2014-04-29",60,49,55,37,46,10,0,0,0,29,29,4,30,7,0
"16834",17,"2014-04-30",64,42,53,33,44,12,0,0,0,29,30,3,32,5,0
"16854",17,"2014-05-01",69,39,54,34,45,11,0,0,0,29,30,2,29,3,0
"16874",17,"2014-05-02",75,38,57,35,47,8,0,0,0,29,29,0,32,2,0
"16894",17,"2014-05-03",89,42,66,40,53,0,1,0,0,29,29,4,20,5,0
"16914",17,"2014-05-04",96,54,75,45,59,0,10,0,0,29,29,10,19,11,0
"16934",17,"2014-05-05",93,68,81,52,63,0,16,0,0,29,29,13,19,13,0
"16954",17,"2014-05-06",89,68,79,60,67,0,14,0,0,28,29,12,18,12,0
"16974",17,"2014-05-07",90,70,80,63,68,0,15,0,0,29,29,14,18,14,0
"16994",17,"2014-05-08",78,66,72,65,67,0,7,0,0,29,29,8,17,8,0
"17014",17,"2014-05-09",81,60,71,58,63,0,6,0,0,29,29,1,8,3,0
"17034",17,"2014-05-10",90,62,76,63,68,0,11,0,0,29,29,10,18,10,0
"17054",17,"2014-05-11",89,72,81,66,71,0,16,0,0,29,29,14,18,15,0
"17074",17,"2014-05-12",82,56,69,60,63,0,4,0,0,29,29,5,19,13,0
"17094",17,"2014-05-13",68,51,60,45,52,5,0,0,0,29,30,3,2,5,0
"17114",17,"2014-05-14",68,46,57,40,49,8,0,0,0,29,30,3,1,3,0
"17134",17,"2014-05-15",71,42,57,42,49,8,0,0,0,29,30,2,1,3,0
"17154",17,"2014-05-16",76,41,59,43,51,6,0,0,0,29,30,3,7,5,0
"17174",17,"2014-05-17",70,49,60,50,54,5,0,0,0,29,30,4,7,7,0
"17194",17,"2014-05-18",78,50,64,56,59,1,0,0,0,29,30,7,14,8,0
"17214",17,"2014-05-19",86,61,74,59,65,0,9,0,0,29,29,15,18,15,0
"17234",17,"2014-05-20",89,70,80,62,68,0,15,0,0,29,29,14,19,15,0
"17254",17,"2014-05-21",88,70,79,65,70,0,14,0,0,29,29,12,19,12,0
"17274",17,"2014-05-22",91,61,76,62,68,0,11,0,0,29,30,5,18,5,0
"17294",17,"2014-05-23",88,67,78,63,68,0,13,0,0,29,30,5,18,5,1
"17314",17,"2014-05-24",89,69,79,65,69,0,14,0,0,29,30,5,17,5,2
"17334",17,"2014-05-25",89,65,77,66,70,0,12,0,0,29,29,4,17,5,3
"17354",17,"2014-05-26",77,65,71,67,68,0,6,0,1,29,30,1,10,3,4
"17374",17,"2014-05-27",73,65,69,66,67,0,4,0,0,29,29,2,8,3,3
"17394",17,"2014-05-28",85,64,75,65,68,0,10,0,0,29,29,2,5,2,2
"17414",17,"2014-05-29",90,63,77,65,69,0,12,0,0,29,29,3,5,4,1
"17434",17,"2014-05-30",87,67,77,67,70,0,12,0,0,29,29,5,7,6,1
"17454",17,"2014-05-31",86,70,78,68,70,0,13,0,0,29,29,3,12,4,2
"17474",17,"2014-06-01",87,69,78,69,72,0,13,0,0,29,29,9,18,9,3
"17494",17,"2014-06-02",90,67,79,70,73,0,14,0,1,29,29,4,15,6,4
"17514",17,"2014-06-03",92,72,82,71,74,0,17,0,0,29,29,8,18,9,3
"17534",17,"2014-06-04",93,73,83,72,75,0,18,0,0,29,29,9,19,10,2
"17554",17,"2014-06-05",90,73,82,72,75,0,17,0,0,29,29,5,16,8,1
"17574",17,"2014-06-06",84,71,78,70,72,0,13,0,0,29,29,2,16,4,0
"17594",17,"2014-06-07",87,66,77,66,70,0,12,0,0,29,29,0,31,5,0
"17614",17,"2014-06-08",76,66,71,65,67,0,6,0,0,29,29,5,6,6,0
"17634",17,"2014-06-09",81,66,74,64,67,0,9,0,0,29,29,3,19,5,0
"17654",17,"2014-06-10",80,62,71,61,64,0,6,0,0,29,29,3,34,4,0
"17674",17,"2014-06-11",87,57,72,63,67,0,7,0,0,29,29,3,16,3,0
"17694",17,"2014-06-12",85,68,77,63,68,0,12,0,0,29,29,3,35,6,0
"17714",17,"2014-06-13",84,60,72,59,65,0,7,0,0,29,30,1,13,3,0
